PLC Current cycle time,PLC The shortest cycle time,PLC The longest cycle time,PLC Min runtime,PLC Max runtime,PLC Running Status,Current_time,Pump Speed,SG lEVEL,Year,Month,Day,Hour,Minute,Second,Millisecond,label,CycleTimeDifference,MaxRuntimeRatio,longestimetimeRatio,cycle_maxrun,RF_Predictions,SVM_Predictions,GB_Predictions,LR_Predictions,XGboost_Predictions,NN_Binary_Predictions
1011005,1001561,0,0,2063000,0,20:56.8,100.0,14.20615673,2024,1,22,16,20,56,779,Normal,0.0,2.040543815312486,0.0,0.0,1,1,0,1,0,1
1137466,1001561,0,0,2063000,0,20:56.8,100.0,14.20615673,2024,1,22,16,20,56,785,Normal,126461.0,1.813680584738357,0.0,69726.16957149781,0,0,1,0,0,0
1010157,1001561,0,0,2063000,0,20:56.8,100.0,14.20615673,2024,1,22,16,20,56,792,Normal,127309.0,2.0422567977057033,0.0,62337.41033107125,1,0,1,0,0,0
1021972,1001561,0,0,2063000,0,20:56.8,100.0,14.2053194,2024,1,22,16,20,56,800,Normal,11815.0,2.018646303421229,0.0,5852.932224915172,1,1,1,1,0,0
1032655,1001561,0,0,2063000,0,20:56.8,100.0,14.2053194,2024,1,22,16,20,56,807,Normal,10683.0,1.9977630476780726,0.0,5347.48103005332,1,1,1,1,0,0
1058368,1001561,0,0,2063000,0,20:56.8,100.0,14.2053194,2024,1,22,16,20,56,813,Normal,25713.0,1.9492274898711979,0.0,13191.379730489578,1,0,1,1,0,0
1022524,1001561,0,0,2063000,0,20:56.8,100.0,14.2053194,2024,1,22,16,20,56,821,Normal,35844.0,2.0175565561297337,0.0,17766.044719340767,0,0,1,1,0,0
1010816,1001561,0,0,2063000,0,20:56.8,100.0,14.2053194,2024,1,22,16,20,56,831,Normal,11708.0,2.0409253513992653,0.0,5736.613537566651,1,1,1,1,0,0
1052059,1001561,0,0,2063000,0,20:56.8,100.0,14.2053194,2024,1,22,16,20,56,837,Normal,41243.0,1.960916640606658,0.0,21032.510585070286,0,0,1,1,0,0
1046473,1001561,0,0,2063000,0,20:56.8,100.0,14.2053194,2024,1,22,16,20,56,844,Normal,5586.0,1.9713838770804406,0.0,2833.542500242366,1,1,1,1,0,0
1055851,1001561,0,0,2063000,0,20:56.8,100.0,14.2053194,2024,1,22,16,20,56,850,Normal,9378.0,1.953874173533955,0.0,4799.694948133786,1,1,1,1,0,0
1010696,1001561,0,0,2063000,0,20:56.9,100.0,14.2053194,2024,1,22,16,20,56,856,Normal,45155.0,2.0411676705953123,0.0,22122.141483276784,1,0,1,1,0,0
1010270,1001561,0,0,2063000,0,20:56.9,100.0,14.2053194,2024,1,22,16,20,56,862,Normal,426.0,2.042028368653924,0.0,208.61610276296656,0,1,1,1,0,1
1010398,1001561,0,0,2063000,0,20:56.9,100.0,14.2053194,2024,1,22,16,20,56,868,Normal,128.0,2.041769678879016,0.0,62.69071449345613,0,1,1,1,0,1
1023951,1001561,0,0,2063000,0,20:56.9,100.0,14.2053194,2024,1,22,16,20,56,874,Normal,13553.0,2.014744846188929,0.0,6726.906399903053,1,1,1,1,0,0
1031169,1001561,0,0,2063000,0,20:56.9,100.0,14.2053194,2024,1,22,16,20,56,881,Normal,7218.0,2.0006419898193215,0.0,3607.8419011148812,0,1,1,1,0,0
1014469,1001561,0,0,2063000,0,20:56.9,100.0,14.2053194,2024,1,22,16,20,56,887,Normal,16700.0,2.033576186162416,0.0,8212.1339311682,1,1,1,1,0,0
1010543,1001561,0,0,2063000,0,20:56.9,100.0,14.2053194,2024,1,22,16,20,56,893,Normal,3926.0,2.041476711035552,0.0,1923.11770140572,0,1,1,1,0,0
1058425,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,901,Normal,47882.0,1.949122516947351,0.0,24565.92624818226,1,0,1,1,0,0
1086411,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,906,Normal,27986.0,1.8989130264697247,0.0,14737.905111972854,0,0,1,1,0,0
1011253,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,913,Normal,75158.0,2.040043391713053,0.0,36841.37323024721,0,0,1,0,0,0
1009615,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,920,Normal,1638.0,2.043353159372632,0.0,801.6235433834222,0,1,1,1,0,0
1030387,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,926,Normal,20772.0,2.0021603533429673,0.0,10374.793390208435,1,1,1,1,0,0
1050920,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,932,Normal,20533.0,1.9630419061393827,0.0,10459.786892874454,1,1,1,1,0,0
1259191,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,938,Normal,208271.0,1.6383535142802006,0.0,127122.13706301502,0,0,1,0,0,0
1016870,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,943,Normal,242321.0,2.0287745729542617,0.0,119442.05296655356,0,0,1,0,0,0
1025244,1001561,0,0,2063000,0,20:56.9,100.0,14.20448208,2024,1,22,16,20,56,949,Normal,8374.0,2.012203924139034,0.0,4161.606037809016,0,1,1,1,0,0
1303053,1001561,0,0,2063000,0,20:57.0,100.0,14.20448208,2024,1,22,16,20,56,956,Normal,277809.0,1.5832049809178905,0.0,175472.54041541443,0,0,1,0,0,0
1073513,1001561,0,0,2063000,0,20:57.0,100.0,14.20448208,2024,1,22,16,20,56,962,Normal,229540.0,1.9217280088829851,0.0,119444.58265632574,0,0,1,0,0,0
1011116,1001561,0,0,2063000,0,20:57.0,100.0,14.20448208,2024,1,22,16,20,56,968,Normal,62397.0,2.0403198050470963,0.0,30581.970456616582,0,0,1,1,0,0
1026867,1001561,0,0,2063000,0,20:57.0,100.0,14.20448208,2024,1,22,16,20,56,974,Normal,15751.0,2.009023563908471,0.0,7840.127056228794,1,1,1,1,0,0
1173341,1001561,0,0,2063000,0,20:57.0,100.0,14.20448208,2024,1,22,16,20,56,980,Normal,146474.0,1.7582271479476128,0.0,83307.77975472613,0,0,1,0,0,0
1023626,1001561,0,0,2063000,0,20:57.0,100.0,14.20448208,2024,1,22,16,20,56,986,Normal,149715.0,2.0153845252074487,0.0,74286.07202617548,0,0,1,0,0,0
1037938,1001561,0,0,2063000,0,20:57.0,100.0,14.20448208,2024,1,22,16,20,56,992,Normal,14312.0,1.9875946347469695,0.0,7200.663429956374,1,1,1,1,0,0
1130460,1001561,0,0,2063000,0,20:57.0,100.0,14.20364475,2024,1,22,16,20,56,999,Normal,92522.0,1.8249208286892062,0.0,50699.18571013088,0,0,1,0,0,0
1011402,1001561,0,0,2063000,0,20:57.0,100.0,14.20364475,2024,1,22,16,20,57,5,Normal,119058.0,2.039742852001479,0.0,58369.122305380515,1,0,1,0,0,0
1011059,1001561,0,0,2063000,0,20:57.0,100.0,14.20364475,2024,1,22,16,20,57,12,Normal,343.0,2.0404348312017397,0.0,168.10142365487155,0,1,1,1,0,1
1402107,1001561,0,0,2063000,0,20:57.0,100.0,14.20364475,2024,1,22,16,20,57,18,Normal,391048.0,1.4713570362318995,0.0,265773.6975937954,0,0,1,0,0,0
1009294,1001561,0,0,2063000,0,20:57.0,100.0,14.20364475,2024,1,22,16,20,57,24,Normal,392813.0,2.04400303578541,0.0,192178.28600193895,0,0,1,0,0,0
1326833,1001561,0,0,2063000,0,20:57.0,100.0,14.20364475,2024,1,22,16,20,57,31,Normal,317539.0,1.5548301858636318,0.0,204227.44740038778,0,0,1,0,0,0
1014526,1001561,0,0,2063000,0,20:57.0,100.0,14.20364475,2024,1,22,16,20,57,36,Normal,312307.0,2.033461931976115,0.0,153583.893108095,0,0,1,0,0,0
